age,gender,education_level,job_title,years_of_experience,salary,native_country,relationship
-0.21287703052815118,1,0,177,-0.5107966227064322,-0.47983872786720183,38,3
-0.7382206220220923,0,3,18,-0.8409085618269436,-0.9534828579558341,38,0
1.4944896418271572,1,5,145,1.139763072896125,0.6569071843455156,38,0
0.31246656096578984,0,0,116,-0.1806846835859208,-1.0482116839735605,38,0
2.413840926941554,1,3,26,1.9650429206974036,1.6041954445227802,38,3
-0.606884724148607,1,0,94,-1.0059645313871994,-1.142940509991287,38,1
1.1004819482067014,0,3,107,0.6445951642153578,0.08853422823915691,38,4
-0.3442129284016365,1,0,119,-0.6758525922666879,-0.6692963799026548,38,0
-1.0008924177690628,0,0,95,-1.171020500947455,-1.33239816202674,38,4
0.5751383567127604,1,5,166,0.3144832250948464,-0.100923423796296,38,0
-0.606884724148607,1,3,176,-0.8409085618269436,-0.7640252059203811,38,0
1.888497335447613,0,0,48,1.6349309815768922,0.46744953231006275,38,0
0.18113066309230458,1,0,41,-0.3457406531461765,-0.9534828579558341,38,1
0.8378101524597309,0,3,110,0.9747071033358692,0.2779918802746098,38,0
-0.8695565198955775,1,0,14,-1.0059645313871994,-1.4271269880444664,38,0
1.3631537439536718,1,0,103,1.3048190424563806,0.18326305425688336,38,0
-0.08154113265466593,0,3,97,-0.1806846835859208,-0.47983872786720183,38,3
0.7064742545862456,1,5,131,0.6445951642153578,-0.006194597778569542,38,5
-1.1322283156425479,0,0,19,-1.3360764705077108,-1.5218558140621927,38,4
2.282505029068069,1,0,117,2.295154859817915,1.2252801404518743,0,0
0.04979476521881932,0,3,4,-0.5107966227064322,-0.6692963799026548,38,0
1.7571614375741276,1,3,191,1.7999869511371478,1.4147377924873272,38,3
-0.4755488262751217,1,0,54,-1.0059645313871994,-1.2376693360090134,38,1
0.31246656096578984,0,0,113,0.14942725553459063,-1.0482116839735605,28,1
0.9691460503332161,1,3,42,0.8096511337756135,0.46744953231006275,38,0
-0.7382206220220923,0,0,175,-0.8409085618269436,-1.33239816202674,38,0
0.4438024588392751,0,3,179,0.4795391946551021,-0.100923423796296,38,3
-1.2635642135160332,1,0,67,-1.171020500947455,-1.4271269880444664,38,4
1.2318178460801867,0,5,127,1.139763072896125,0.46744953231006275,38,0
-0.08154113265466593,1,3,106,-0.3457406531461765,-0.47983872786720183,38,1
2.1511691311945835,1,0,7,2.790322768498682,2.5514837047000447,38,0
-0.3442129284016365,0,0,1,-0.6758525922666879,-1.142940509991287,38,4
-0.606884724148607,1,3,20,-0.8409085618269436,-0.7640252059203811,38,1
0.7064742545862456,0,0,98,0.3144832250948464,-0.9534828579558341,38,0
1.6258255397006425,1,5,145,1.9650429206974036,1.0358224884164215,38,4
-0.8695565198955775,1,0,186,-1.0059645313871994,-1.33239816202674,38,0
0.18113066309230458,0,0,47,-0.1806846835859208,-1.0482116839735605,38,0
1.1004819482067014,1,3,109,0.9747071033358692,-0.006194597778569542,13,1
-1.0008924177690628,0,0,17,-1.171020500947455,-1.4271269880444664,38,1
2.019833233321098,1,0,118,2.1300988902576594,0.8463648363809686,38,3
0.04979476521881932,0,3,188,-0.5107966227064322,-0.6692963799026548,38,0
1.888497335447613,1,3,102,1.6349309815768922,1.4147377924873272,38,0
-0.4755488262751217,1,0,99,-0.8409085618269436,-1.0482116839735605,38,0
0.31246656096578984,0,0,2,-0.015628714025665073,-1.33239816202674,38,0
0.9691460503332161,1,3,181,0.8096511337756135,0.2779918802746098,38,3
-0.7382206220220923,0,0,11,-1.0059645313871994,-1.4271269880444664,38,5
-0.21287703052815118,1,0,0,-0.5107966227064322,-0.7640252059203811,25,0
1.4944896418271572,0,3,34,1.3048190424563806,1.2252801404518743,38,0
0.5751383567127604,1,5,166,0.4795391946551021,0.08853422823915691,38,1
-1.1322283156425479,1,0,49,-1.3360764705077108,-1.5218558140621927,38,1
2.282505029068069,0,0,13,2.295154859817915,0.2779918802746098,38,3
-0.08154113265466593,1,3,6,-0.1806846835859208,-0.5745675538849283,38,3
0.8378101524597309,0,0,39,0.6445951642153578,-1.0482116839735605,38,3
1.7571614375741276,1,3,190,1.7999869511371478,1.6041954445227802,38,1
-0.606884724148607,0,0,46,-0.8409085618269436,-1.2376693360090134,25,1
0.31246656096578984,1,0,119,0.14942725553459063,-0.38510990184947536,38,3
-0.8695565198955775,0,3,189,-1.0059645313871994,-0.9534828579558341,38,0
1.2318178460801867,1,5,131,1.4698750120166364,0.46744953231006275,38,0
-0.4755488262751217,0,0,174,-0.6758525922666879,-1.142940509991287,38,0
0.18113066309230458,1,3,107,-0.1806846835859208,-0.19565224981402246,38,0
2.282505029068069,0,3,35,2.4602108293781706,1.0358224884164215,38,1
-0.606884724148607,1,0,94,-0.8409085618269436,-1.2376693360090134,38,1
0.8378101524597309,0,0,48,0.6445951642153578,-0.6692963799026548,38,1
1.7571614375741276,1,5,130,2.1300988902576594,1.2252801404518743,38,3
-1.0008924177690628,1,0,57,-1.171020500947455,-1.5218558140621927,38,1
0.5751383567127604,0,3,24,0.3144832250948464,-0.47983872786720183,0,1
1.6258255397006425,1,0,53,1.7999869511371478,0.08853422823915691,38,0
-0.3442129284016365,0,0,15,-0.5107966227064322,-1.33239816202674,38,3
0.04979476521881932,1,3,5,-0.015628714025665073,-0.47983872786720183,38,1
2.019833233321098,0,3,133,1.6349309815768922,0.6569071843455156,38,0
-0.08154113265466593,1,0,192,-0.3457406531461765,-0.9534828579558341,38,0
0.7064742545862456,0,0,113,0.4795391946551021,-0.8587540319381076,38,0
1.4944896418271572,1,5,114,1.3048190424563806,1.4147377924873272,25,0
-0.7382206220220923,1,0,185,-1.0059645313871994,-1.4271269880444664,38,1
1.1004819482067014,0,3,12,0.9747071033358692,0.08853422823915691,6,0
0.4438024588392751,1,0,110,0.3144832250948464,-0.38510990184947536,38,3
2.1511691311945835,0,0,103,2.295154859817915,0.8463648363809686,38,0
-0.21287703052815118,1,3,169,-0.3457406531461765,-0.29038107583174894,38,0
1.888497335447613,0,3,51,1.9650429206974036,1.2252801404518743,38,0
-0.4755488262751217,0,0,10,-0.8409085618269436,-1.142940509991287,38,1
0.31246656096578984,1,0,184,-0.015628714025665073,-0.8587540319381076,38,0
0.9691460503332161,0,3,18,0.8096511337756135,-0.6692963799026548,38,1
-1.1322283156425479,1,0,121,-1.3360764705077108,-1.6165846400799193,38,1
2.413840926941554,1,5,9,2.6252667989384264,2.5514837047000447,0,0
-0.606884724148607,0,0,66,-1.0059645313871994,-1.4271269880444664,38,0
0.04979476521881932,0,3,40,0.3144832250948464,-0.38510990184947536,38,1
-0.8695565198955775,1,0,56,-1.0059645313871994,-1.33239816202674,38,3
0.8378101524597309,0,0,47,1.139763072896125,-0.6692963799026548,38,0
1.6258255397006425,1,3,160,2.1300988902576594,0.3727207062923363,38,1
-0.3442129284016365,0,0,95,-0.3457406531461765,-1.142940509991287,38,5
0.31246656096578984,1,5,105,0.4795391946551021,0.08853422823915691,38,1
-0.606884724148607,0,0,116,-0.8409085618269436,-1.4271269880444664,38,1
1.2318178460801867,1,0,183,1.6349309815768922,-0.19565224981402246,38,5
2.413840926941554,0,3,149,2.790322768498682,1.0358224884164215,38,1
-0.08154113265466593,1,0,4,-0.1806846835859208,-0.7640252059203811,38,1
0.7064742545862456,0,0,187,0.6445951642153578,-0.9534828579558341,38,3
1.7571614375741276,1,5,115,2.295154859817915,0.8463648363809686,38,3
-1.0008924177690628,1,0,87,-1.171020500947455,-1.5218558140621927,38,0
0.5751383567127604,0,3,111,0.3144832250948464,-0.47983872786720183,38,0
1.4944896418271572,1,0,101,1.9650429206974036,-0.100923423796296,38,1
-0.3442129284016365,0,0,39,-0.5107966227064322,-1.33239816202674,38,5
0.18113066309230458,1,3,108,-0.015628714025665073,-0.38510990184947536,38,4
2.019833233321098,0,3,137,1.7999869511371478,0.6569071843455156,38,3
